277.937	345.741	1	572.938	394.816	1	612.358	533.580	1	907.490	513.376	1	913.328	277.960	1	1075.881	342.658	1	1049.725	445.905	1	1262.579	462.175	1	1168.595	346.428	1	1404.414	318.140	1	1293.216	512.019	1	1524.969	382.618	1	1387.603	420.920	1	1540.073	402.804	1	1421.618	403.507	1	1563.376	411.270	1	1511.175	408.334	1	1687.531	380.462	1	1694.062	361.961	1	-1.000	-1.000	0	1392.201	443.977	1	1414.702	428.750	1	1196.497	442.919	1	1358.438	430.580	1	1380.284	394.283	1	-1.000	-1.000	0	1164.825	432.989	1	1231.958	460.480	1	-1.000	-1.000	0	1308.135	433.000	1	1181.420	446.580	1	1244.741	430.527	1	-1.000	-1.000	0	1170.498	402.436	1	
-1.000	-1.000	0	551.024	506.468	1	588.128	636.833	1	876.172	614.305	1	879.723	400.159	1	1045.431	461.201	1	1018.216	555.747	1	1229.040	571.047	1	1146.296	451.281	1	1386.319	424.281	1	1275.178	604.858	1	1500.458	479.273	1	1380.141	504.892	1	1535.222	486.151	1	1410.604	481.008	1	1556.177	489.019	1	-1.000	-1.000	0	-1.000	-1.000	0	-1.000	-1.000	0	-1.000	-1.000	0	1399.217	494.509	1	-1.000	-1.000	0	1202.706	487.335	1	1365.610	476.659	1	1386.349	439.219	1	1478.753	432.109	1	1171.161	472.184	1	1238.440	499.269	1	1175.622	426.063	1	1318.174	470.827	1	1189.039	482.366	1	1251.806	466.651	1	1131.351	424.719	1	1178.504	436.727	1	
-1.000	-1.000	0	550.420	605.933	1	584.868	725.439	1	866.022	700.347	1	869.252	508.914	1	1033.608	568.371	1	1004.847	646.279	1	1210.469	662.704	1	1133.624	547.300	1	1373.155	521.789	1	1261.438	685.670	1	1478.060	561.164	1	1369.816	584.006	1	1525.023	563.510	1	1395.838	547.929	1	1542.271	555.907	1	1513.308	540.362	1	-1.000	-1.000	0	-1.000	-1.000	0	-1.000	-1.000	0	-1.000	-1.000	0	1422.042	521.047	1	1200.718	527.523	1	1363.804	517.704	1	1384.854	480.641	1	1478.297	473.305	1	1171.490	507.092	1	1237.883	534.272	1	1178.663	460.291	1	-1.000	-1.000	0	1189.562	514.868	1	1252.307	499.000	1	1133.362	456.500	1	1180.423	467.935	1	
-1.000	-1.000	0	554.003	673.663	1	584.162	781.862	1	858.893	754.852	1	860.455	582.336	1	1020.657	642.142	1	990.024	703.634	1	1191.430	719.754	1	1116.672	614.211	1	1354.696	589.845	1	1243.086	739.630	1	1452.614	615.605	1	1354.417	639.884	1	-1.000	-1.000	0	1377.882	593.970	1	1524.959	603.197	1	-1.000	-1.000	0	-1.000	-1.000	0	-1.000	-1.000	0	-1.000	-1.000	0	1393.616	575.164	1	1418.607	553.307	1	1198.307	557.000	1	1360.309	547.716	1	1381.005	510.863	1	1476.217	502.964	1	1169.682	532.452	1	1236.732	559.940	1	1179.517	485.288	1	1322.065	530.817	1	1189.966	538.157	1	1252.517	522.676	1	1134.688	479.350	1	1181.888	490.210	1	
-1.000	-1.000	0	536.974	703.360	1	561.271	796.599	1	827.351	768.345	1	818.301	615.220	1	969.578	676.228	1	939.812	725.894	1	1135.021	744.331	1	1060.598	650.196	1	1298.431	626.811	1	1196.064	770.835	1	1403.000	646.861	1	1316.021	671.694	1	-1.000	-1.000	0	1348.137	624.223	1	1500.442	634.843	1	-1.000	-1.000	0	-1.000	-1.000	0	-1.000	-1.000	0	-1.000	-1.000	0	-1.000	-1.000	0	1420.321	573.417	1	1200.919	577.903	1	1365.474	569.383	1	1387.399	529.381	1	-1.000	-1.000	0	1176.669	550.288	1	1245.058	577.742	1	-1.000	-1.000	0	1334.738	546.387	1	1200.798	554.692	1	1264.879	538.769	1	1147.190	493.245	1	1196.292	503.964	1	
-1.000	-1.000	0	-1.000	-1.000	0	534.751	792.971	1	790.860	763.530	1	-1.000	-1.000	0	904.947	691.923	1	876.143	731.968	1	1063.550	752.072	1	984.838	670.527	1	1219.238	649.537	1	1129.964	792.644	1	1337.889	668.092	1	1259.512	692.207	1	1423.441	670.609	1	1307.608	648.787	1	1464.706	661.868	1	1463.248	636.625	1	-1.000	-1.000	0	1630.288	594.887	1	1636.413	585.142	1	-1.000	-1.000	0	1422.965	589.327	1	1204.930	595.985	1	1373.356	587.536	1	1396.697	543.255	1	1498.333	534.825	1	1186.263	565.534	1	1256.892	592.860	1	1205.011	510.896	1	1353.701	557.540	1	1216.966	568.157	1	1282.291	551.876	1	1165.174	503.788	1	-1.000	-1.000	0	
-1.000	-1.000	0	502.921	710.888	1	516.826	779.215	1	767.133	749.541	1	731.502	624.731	1	862.697	688.075	1	833.603	724.328	1	1016.946	745.721	1	932.281	671.336	1	1166.079	651.562	1	1085.693	795.781	1	1293.628	672.333	1	1218.969	695.585	1	1389.132	674.629	1	1278.984	656.597	1	1440.614	671.386	1	1445.079	642.676	1	-1.000	-1.000	0	-1.000	-1.000	0	-1.000	-1.000	0	-1.000	-1.000	0	-1.000	-1.000	0	1207.883	603.610	1	1380.110	595.403	1	1404.532	547.684	1	1509.231	539.217	1	1194.269	571.802	1	1266.607	599.566	1	1216.744	514.171	1	1367.630	560.871	1	1229.418	573.412	1	1296.190	557.245	1	1179.308	506.973	1	1230.157	517.223	1	
-1.000	-1.000	0	481.978	670.822	1	-1.000	-1.000	0	742.733	706.835	1	698.385	580.989	1	825.426	644.329	1	796.259	685.137	1	979.145	707.249	1	891.220	630.034	1	1126.540	611.155	1	1052.962	765.228	1	1266.545	643.474	1	-1.000	-1.000	0	-1.000	-1.000	0	1266.352	634.388	1	1432.478	649.666	1	-1.000	-1.000	0	-1.000	-1.000	0	-1.000	-1.000	0	-1.000	-1.000	0	1395.366	597.663	1	1434.314	574.336	1	1216.554	588.969	1	1392.526	580.645	1	1417.821	529.423	1	1524.981	520.679	1	1206.288	558.311	1	1279.754	586.179	1	1229.174	498.169	1	1382.830	545.244	1	1243.164	560.745	1	1311.164	544.745	1	1194.041	492.595	1	1245.071	503.321	1	
-1.000	-1.000	0	454.182	612.134	1	461.274	673.162	1	710.507	645.110	1	-1.000	-1.000	0	776.104	578.664	1	743.382	624.404	1	925.942	647.573	1	832.865	564.739	1	1070.264	547.097	1	1005.822	713.942	1	1227.350	595.736	1	1160.043	599.458	1	1342.920	581.664	1	1247.760	594.069	1	1421.227	610.926	1	1428.830	567.107	1	-1.000	-1.000	0	1629.903	551.548	1	-1.000	-1.000	0	1404.883	562.730	1	-1.000	-1.000	0	-1.000	-1.000	0	1411.433	555.165	1	1438.265	498.505	1	-1.000	-1.000	0	1223.333	536.437	1	1299.469	564.174	1	1246.934	472.113	1	1405.227	518.741	1	1263.407	540.544	1	1333.566	523.928	1	1214.148	470.146	1	1266.004	481.604	1	
-1.000	-1.000	0	439.903	515.809	1	443.339	573.025	1	693.338	547.741	1	626.035	408.977	1	742.564	470.062	1	701.546	516.567	1	884.561	539.980	1	785.399	447.347	1	1020.122	430.432	1	963.496	611.626	1	1191.229	494.666	1	1124.162	488.682	1	1313.514	472.261	1	1229.153	505.438	1	1408.646	523.560	1	1410.429	474.877	1	1616.848	448.434	1	-1.000	-1.000	0	-1.000	-1.000	0	-1.000	-1.000	0	1452.815	476.981	1	1238.457	510.811	1	1425.464	500.309	1	1453.665	438.488	1	1566.267	429.850	1	1236.222	491.022	1	1314.855	518.777	1	1259.245	423.389	1	1421.051	469.201	1	1280.222	498.859	1	1352.303	482.680	1	1230.801	427.712	1	1283.598	440.198	1	
